yearmonth,Sum of fare_amount
29143411,18.1
29367653,18.1
29623919,18.1
29999752,18.1
30026237,18.1
30174882,18.1
30310766,18.1
30319724,18.1
30590989,18.1
30895364,18.1
31105403,18.1
31189688,18.1
31193474,18.1
31348190,18.1
31418124,18.1
31716601,18.1
31829162,18.1
31984468,18.1
31988139,18.1
32104514,18.1
32132128,18.1
32196768,18.1
32249436,18.1
32299132,18.1
32379938,18.1
32431651,18.1
32705727,18.1
32867828,18.1
32906466,18.1
33017818,18.1
33046908,18.1
33247714,18.1
33255156,18.1
33539784,18.1
33605340,18.1
33815690,18.1
33987936,18.1
34022883,18.1
34145216,18.1
34156751,18.1
34160492,18.1
34190006,18.1
34230832,18.1
34399125,18.1
34400147,18.1
34499455,18.1
34534794,18.1
34547938,18.1
34703060,18.1
34798421,18.1
34952333,18.1
34957411,18.1
34970682,18.1
35007198,18.1
35280082,18.1
35565868,18.1
35802267,18.1
35854294,18.1
35908683,18.1
36163579,18.1
36311647,18.1
36617631,18.1
37068870,18.1
37185179,18.1
37268207,18.1
37305103,18.1
37481474,18.1
37602109,18.1
37865317,18.1
37940136,18.1
38087890,18.1
38223926,18.1
38323091,18.1
38434970,18.1
38595201,18.1
38667477,18.1
38764231,18.1
39394676,18.1
39399464,18.1
39560834,18.1
39891320,18.1
40021878,18.1
40534100,18.1
40613999,18.1
40657541,18.1
41011702,18.1
41014674,18.1
41184667,18.1
41349374,18.1
41409876,18.1
41606160,18.1
41643874,18.1
41755299,18.1
41764880,18.1
41801907,18.1
41833536,18.1
41885427,18.1
42026549,18.1
42032720,18.1
42257873,18.1
42271593,18.1
42396814,18.1
42400127,18.1
42636259,18.1
42684023,18.1
42939207,18.1
43010845,18.1
43055061,18.1
43166416,18.1
43172898,18.1
43310510,18.1
43570542,18.1
43879020,18.1
43988293,18.1
43989138,18.1
44115602,18.1
44619656,18.1
44625553,18.1
44833541,18.1
44913057,18.1
45245149,18.1
45294929,18.1
45314892,18.1
45455365,18.1
45707340,18.1
46054124,18.1
46306196,18.1
46349876,18.1
46398189,18.1
46541060,18.1
46683475,18.1
46780061,18.1
46784157,18.1
46871799,18.1
47335596,18.1
48107225,18.1
48133653,18.1
48508622,18.1
48518025,18.1
48631436,18.1
48899931,18.1
48983506,18.1
49020862,18.1
49066152,18.1
49199089,18.1
49359302,18.1
49413296,18.1
49812922,18.1
50073268,18.1
50096992,18.1
50168296,18.1
50573176,18.1
50799990,18.1
50971855,18.1
51098577,18.1
51101217,18.1
51196908,18.1
51382770,18.1
51521851,18.1
51529411,18.1
51605283,18.1
51724184,18.1
51883543,18.1
51937610,18.1
51988528,18.1
52059730,18.1
52136211,18.1
52372553,18.1
52469915,18.1
52476387,18.1
52479586,18.1
52553955,18.1
52612301,18.1
52767148,18.1
53048255,18.1
53206653,18.1
53343564,18.1
53714719,18.1
53982757,18.1
54283116,18.1
54399459,18.1
54563943,18.1
54769856,18.1
54794037,18.1
54803815,18.1
54913705,18.1
55065794,18.1
55262302,18.1
55305306,18.1
55340704,18.1
30546602,18.04
10106,18
32945,18
95916,18
151536,18
268809,18
400324,18
417298,18
596206,18
669730,18
729618,18
733286,18
750483,18
759880,18
760104,18
789234,18
853622,18
1110918,18
1139025,18
1253905,18
1390532,18
1425645,18
1459198,18
1480941,18
1512605,18
1562269,18
1590063,18
1594661,18
1628756,18
1707374,18
1726244,18
1784349,18
1788443,18
2017103,18
2256467,18
2404689,18
2415914,18
2453405,18
2499945,18
2512875,18
2556174,18
2605465,18
2675686,18
2756576,18
2808491,18
2852004,18
2898722,18
3063681,18
3156442,18
3218084,18
3267794,18
3394572,18
3411273,18
3418174,18
3446137,18
3531727,18
3572933,18
3652096,18
3763902,18
3771505,18
3883214,18
3995675,18
3999887,18
4002380,18
4020250,18
4025990,18
4050151,18
4069913,18
4275688,18
4326315,18
4338781,18
4343166,18
4351635,18
4444357,18
4503240,18
4504530,18
4521677,18
4534825,18
4747051,18
4780737,18
4799712,18
4867328,18
4905305,18
4949512,18
4986276,18
5034115,18
5053630,18
5210310,18
5214594,18
5217309,18
5237042,18
5319204,18
5410650,18
5486302,18
5567185,18
5633400,18
5690464,18
5764446,18
5838487,18
5860655,18
5875408,18
5940227,18
5943689,18
5998859,18
6056448,18
6262650,18
6514264,18
6592526,18
6600368,18
6657285,18
6689497,18
6752150,18
6770581,18
6831681,18
6892985,18
7434025,18
7528682,18
7674447,18
7732374,18
7748316,18
7832820,18
7974674,18
7979463,18
8116022,18
8161901,18
8215218,18
8440331,18
8443532,18
8502045,18
8530166,18
8584791,18
8661288,18
8822724,18
8845456,18
8882104,18
8922570,18
8926304,18
9009706,18
9046403,18
9053820,18
9053972,18
9131428,18
9132800,18
9193459,18
9416985,18
9477556,18
9523152,18
9571819,18
9630179,18
9662533,18
9708780,18
9816068,18
9865228,18
9869910,18
9986628,18
10009197,18
10105868,18
10119044,18
10224456,18
10363464,18
10371708,18
10561124,18
10566491,18
10670433,18
10855588,18
10910179,18
10915341,18
11023656,18
11049800,18
11242259,18
11272430,18
11314562,18
11373696,18
11435483,18
11494041,18
11673136,18
11912193,18
11964189,18
12133548,18
12200160,18
12238734,18
12283833,18
12284686,18
12416699,18
12606003,18
12669765,18
12762423,18
12765141,18
12910995,18
12962135,18
13164569,18
13230480,18
13300199,18
13364353,18
13675774,18
13677061,18
13759607,18
13849280,18
13894034,18
13899793,18
13976306,18
14002307,18
14087669,18
14142777,18
14163589,18
14182592,18
14218523,18
14345138,18
14653932,18
14810564,18
14833777,18
14935717,18
14951150,18
15143644,18
15148008,18
15201211,18
15201816,18
15270059,18
15339829,18
15390551,18
15483986,18
15494483,18
15744581,18
15826967,18
15833889,18
15869433,18
16032149,18
16131416,18
16250298,18
16396663,18
16481431,18
16528515,18
16528659,18
16627455,18
16690200,18
16779798,18
16939260,18
16972484,18
16984572,18
17096474,18
17112267,18
17127111,18
17144735,18
17185397,18
17224096,18
17301870,18
17378714,18
17408812,18
17436627,18
17445005,18
17546409,18
17632329,18
17842309,18
17958467,18
18002758,18
18048325,18
18048543,18
18069503,18
18070198,18
18240425,18
18297682,18
18303841,18
18362663,18
18370902,18
18500630,18
18507115,18
18535140,18
18663754,18
18667596,18
18704493,18
18715313,18
18757820,18
18767010,18
18776614,18
18780432,18
18822051,18
18935201,18
18938088,18
18966866,18
19059735,18
19082562,18
19207435,18
19264206,18
19268957,18
19323838,18
19459939,18
19821620,18
19858860,18
19876146,18
19893442,18
19964328,18
19991244,18
20163798,18
20323561,18
20340965,18
20377485,18
20728719,18
20735427,18
20758321,18
20787630,18
20959663,18
21059694,18
21148644,18
21667142,18
21690657,18
21833169,18
21886284,18
21894914,18
21933151,18
22034983,18
22090771,18
22166496,18
22175891,18
22183417,18
22211816,18
22249403,18
22403281,18
22553596,18
22631352,18
22685775,18
22720276,18
22841572,18
22899481,18
22990172,18
23020885,18
23037327,18
23061108,18
23086008,18
23147752,18
23214293,18
23358558,18
23493333,18
23517442,18
23622323,18
23627464,18
23739035,18
23795863,18
23959732,18
23961107,18
24006782,18
24061007,18
24196629,18
24204318,18
24298053,18
24304481,18
24371216,18
24382962,18
24387876,18
24401884,18
24417781,18
24421914,18
24437555,18
24635003,18
24646950,18
24754604,18
24837558,18
24970296,18
25013991,18
25297876,18
25353560,18
25424379,18
25585961,18
25714935,18
25765433,18
25773658,18
25841585,18
25868822,18
25935433,18
25956085,18
26034748,18
26057434,18
26291517,18
26305059,18
26364631,18
26414652,18
26456508,18
26603669,18
26636889,18
26714561,18
26793741,18
26821073,18
26838709,18
26870532,18
26874875,18
26946769,18
27006000,18
27017561,18
27054666,18
27119141,18
27148926,18
27162211,18
27243579,18
27262929,18
27343926,18
27383708,18
27414983,18
27421940,18
27450140,18
27457656,18
27689979,18
28034930,18
28056814,18
28321190,18
28377555,18
28471939,18
28536285,18
28634475,18
28776394,18
28971792,18
29273638,18
29293017,18
29295102,18
29347383,18
29366965,18
29427091,18
29491132,18
29953307,18
30166107,18
30337666,18
30586636,18
30607589,18
30689459,18
30834675,18
30840069,18
30925180,18
31028548,18
31037910,18
31187054,18
31191441,18
31508767,18
31588082,18
31603262,18
31636160,18
31661295,18
31724455,18
31752162,18
31780486,18
31816418,18
31823959,18
31889055,18
31996260,18
32003398,18
32026535,18
32028632,18
32148537,18
32316582,18
32357392,18
32497087,18
32577119,18
32605742,18
32615366,18
32645845,18
32733696,18
32843832,18
33382381,18
33423763,18
33424242,18
33519794,18
33524845,18
33640698,18
33644134,18
33669333,18
33691527,18
33821522,18
33822975,18
33926237,18
34065905,18
34155720,18
34163252,18
34219660,18
34253088,18
34324566,18
34415592,18
34630314,18
34633404,18
34741260,18
34753900,18
34785762,18
34905006,18
34909010,18
35105380,18
35292318,18
35302181,18
35314103,18
35368256,18
35462687,18
35477443,18
35482139,18
35591547,18
35731508,18
35826645,18
35858055,18
35943472,18
36025831,18
36169123,18
36174424,18
36182958,18
36197718,18
36221532,18
36377846,18
36427522,18
36537099,18
36712460,18
36722003,18
37004368,18
37015991,18
37095247,18
37115226,18
37146153,18
37154750,18
37193150,18
37193973,18
37384902,18
37543184,18
37649249,18
37689102,18
37758279,18
37800920,18
37905824,18
37912424,18
37961546,18
38086164,18
38102149,18
38163194,18
38174750,18
38246955,18
38325261,18
38344810,18
38427114,18
38440034,18
38522504,18
38576026,18
38734438,18
38854742,18
39013596,18
39299416,18
39378446,18
39389816,18
39444350,18
39693269,18
39714090,18
39811060,18
39831420,18
39937260,18
39998766,18
40033702,18
40060601,18
40095735,18
40114893,18
40132618,18
40176347,18
40243928,18
40416918,18
40484360,18
40556728,18
40598230,18
40678993,18
40700252,18
40936479,18
41038178,18
41080396,18
41085795,18
41167900,18
41242497,18
41535572,18
41558954,18
41656962,18
41677118,18
41692755,18
41704777,18
41822590,18
41838903,18
41839842,18
41884468,18
41977327,18
41984477,18
41990966,18
42007105,18
42088551,18
42106226,18
42115126,18
42132984,18
42261718,18
42291361,18
42322331,18
42343817,18
42433341,18
42512679,18
42537267,18
42703699,18
42704965,18
42833390,18
43008915,18
43047945,18
43127694,18
43238225,18
43277094,18
43335729,18
43341262,18
43348342,18
43465694,18
43492680,18
43674548,18
43687380,18
43721310,18
43737672,18
43879817,18
43966896,18
43984357,18
43997847,18
44093738,18
44114170,18
44199734,18
44316929,18
44381813,18
44421718,18
44517856,18
44578640,18
44789319,18
44838546,18
44973529,18
45047301,18
45053238,18
45080374,18
45083309,18
45116210,18
45250943,18
45323876,18
45371787,18
45383045,18
45409754,18
45440665,18
45538003,18
45554101,18
45645189,18
45753794,18
45762775,18
45805511,18
45978985,18
46014301,18
46031193,18
46156696,18
46237206,18
46287100,18
46509781,18
46661713,18
46671245,18
46687476,18
46758605,18
46793266,18
46800146,18
46936065,18
47047222,18
47075827,18
47197747,18
47225878,18
47353003,18
47437800,18
47603410,18
47606335,18
47654717,18
47745109,18
47778399,18
47798564,18
47801730,18
47923804,18
47961658,18
48062167,18
48108061,18
48136969,18
48282483,18
48292727,18
48314615,18
48399118,18
48550771,18
48555236,18
48660306,18
48824458,18
48831829,18
48928195,18
48982270,18
49034625,18
49180959,18
49234955,18
49267783,18
49346873,18
49376691,18
49421480,18
49457012,18
49494768,18
49506882,18
49743649,18
50387384,18
50416960,18
50524266,18
50560870,18
50638230,18
50697306,18
51105596,18
51183722,18
51203100,18
51254142,18
51320790,18
51330223,18
51430360,18
51435230,18
51476476,18
51679924,18
51858460,18
52111911,18
52254967,18
52336731,18
52517649,18
52601446,18
52635488,18
52848402,18
52971525,18
53096459,18
53135549,18
53153474,18
53297656,18
53301812,18
53321177,18
53365913,18
53380936,18
53396996,18
53842074,18
53923243,18
54015848,18
54139421,18
54318816,18
54361979,18
54374803,18
54584126,18
54671459,18
54672605,18
54679590,18
54703996,18
54775123,18
54878877,18
54892814,18
54913092,18
54939429,18
55120908,18
55216689,18
55262575,18
55271187,18
55369311,18
55419540,18
1591056,17.9
25461654,17.9
5924475,17.87
13080478,17.87
23063122,17.87
47751710,17.87
3864671,17.83
11321806,17.83
11653990,17.83
19136303,17.83
27990489,17.83
29153369,17.83
49975170,17.83
50187848,17.83
8386380,17.8
17387840,17.8
19355362,17.8
22899376,17.8
26818665,17.8
28376911,17.8
29223226,17.8
30279725,17.8
31168073,17.8
35812874,17.8
36114410,17.8
37253897,17.8
40584371,17.8
45017113,17.8
52729526,17.8
87659,17.7
482521,17.7
643096,17.7
695951,17.7
708068,17.7
752027,17.7
777749,17.7
876357,17.7
912185,17.7
921440,17.7
1127723,17.7
1200048,17.7
1317615,17.7
1608319,17.7
1628892,17.7
1642198,17.7
1710487,17.7
1742284,17.7
1871225,17.7
2032191,17.7
2146883,17.7
2161675,17.7
2288692,17.7
2300932,17.7
2303828,17.7
2423163,17.7
2645557,17.7
2710912,17.7
2883364,17.7
3072901,17.7
3367553,17.7
3374881,17.7
3545184,17.7
3572613,17.7
3705547,17.7
3714087,17.7
3719439,17.7
4073661,17.7
4097797,17.7
4148955,17.7
4186434,17.7
4198680,17.7
4277276,17.7
4295337,17.7
4352636,17.7
4497355,17.7
4543759,17.7
4543854,17.7
4550672,17.7
4886674,17.7
5157318,17.7
5160700,17.7
5168701,17.7
5520671,17.7
6014336,17.7
6104782,17.7
6220846,17.7
6369204,17.7
6386758,17.7
6457330,17.7
6532332,17.7
6555016,17.7
6660201,17.7
6745164,17.7
7012288,17.7
7061156,17.7
7076187,17.7
7091258,17.7
7095919,17.7
7139696,17.7
7173265,17.7
7220804,17.7
7515677,17.7
7613820,17.7
7646402,17.7
7730910,17.7
7763880,17.7
7843714,17.7
7875966,17.7
8128996,17.7
8168624,17.7
8472791,17.7
8572324,17.7
8861650,17.7
9134088,17.7
9204745,17.7
9423327,17.7
9693899,17.7
9695455,17.7
9698174,17.7
10061678,17.7
10313728,17.7
10357111,17.7
10566008,17.7
10649067,17.7
10697349,17.7
10751134,17.7
11018477,17.7
11050897,17.7
11165361,17.7
11289144,17.7
11316277,17.7
11471772,17.7
11605854,17.7
11798254,17.7
11988478,17.7
12212686,17.7
12384283,17.7
12438302,17.7
12678273,17.7
12751457,17.7
12885245,17.7
12888963,17.7
12975795,17.7
12994381,17.7
13041801,17.7
13212731,17.7
13216389,17.7
13219160,17.7
13359716,17.7
13436976,17.7
13850903,17.7
14071788,17.7
14512538,17.7
14714055,17.7
14718249,17.7
14899099,17.7
15133080,17.7
15146968,17.7
15416099,17.7
15426791,17.7
15445779,17.7
15578606,17.7
15637914,17.7
16220885,17.7
16253828,17.7
16342820,17.7
16369450,17.7
16479067,17.7
16489620,17.7
16549354,17.7
16569636,17.7
16765212,17.7
16880298,17.7
16953310,17.7
17119061,17.7
17167880,17.7
17513226,17.7
17552371,17.7
17565918,17.7
17611506,17.7
17627117,17.7
17838782,17.7
17882960,17.7
17978209,17.7
18061191,17.7
18151914,17.7
18324786,17.7
18338629,17.7
18375740,17.7
18420847,17.7
18675822,17.7
18949038,17.7
18952263,17.7
19042696,17.7
19262887,17.7
19366264,17.7
19448820,17.7
19466196,17.7
19480811,17.7
19644015,17.7
19697287,17.7
19932701,17.7
19957477,17.7
20010922,17.7
20016383,17.7
20072200,17.7
20188663,17.7
20189583,17.7
20218452,17.7
20298065,17.7
20374361,17.7
20549661,17.7
20695271,17.7
20852450,17.7
20865334,17.7
20963603,17.7
21045240,17.7
21165736,17.7
21264233,17.7
21512557,17.7
21627657,17.7
21658251,17.7
21692406,17.7
21860248,17.7
21960561,17.7
22041757,17.7
22079500,17.7
22133902,17.7
22215735,17.7
22265998,17.7
22358119,17.7
22367848,17.7
22570564,17.7
22703602,17.7
22730239,17.7
22785249,17.7
22798073,17.7
22902289,17.7
22951187,17.7
22995127,17.7
23083136,17.7
23099844,17.7
23132850,17.7
23261787,17.7
23446994,17.7
23575645,17.7
23592368,17.7
23671608,17.7
23681731,17.7
23829210,17.7
23951825,17.7
24033446,17.7
24040704,17.7
24054975,17.7
24057264,17.7
24270957,17.7
24418074,17.7
25154419,17.7
25170546,17.7
25325294,17.7
25400967,17.7
25618363,17.7
25700219,17.7
25786000,17.7
25967417,17.7
26165036,17.7
26582322,17.7
26690897,17.7
26855003,17.7
26917106,17.7
27106377,17.7
27175940,17.7
27189648,17.7
27227238,17.7
27266303,17.7
27388125,17.7
27445111,17.7
27561487,17.7
27625671,17.7
27897890,17.7
28039286,17.7
28512259,17.7
28527541,17.7
28559806,17.7
28599309,17.7
28630055,17.7
28704421,17.7
28743355,17.7
28791874,17.7
28858438,17.7
29263419,17.7
29600975,17.7
29716249,17.7
29733363,17.7
29803535,17.7
29887439,17.7
29951019,17.7
29997631,17.7
30287006,17.7
30320253,17.7
30425855,17.7
30470061,17.7
30488379,17.7
30566270,17.7
30629691,17.7
30789315,17.7
30803759,17.7
31018296,17.7
31055908,17.7
31109899,17.7
31278791,17.7
31294761,17.7
31322391,17.7
31418907,17.7
31438697,17.7
31438743,17.7
31499264,17.7
31505840,17.7
31596119,17.7
31706171,17.7
32187417,17.7
32247079,17.7
32423376,17.7
32446664,17.7
32491684,17.7
32493864,17.7
32561419,17.7
32561743,17.7
32606078,17.7
32639314,17.7
32887395,17.7
33165630,17.7
33168448,17.7
33415714,17.7
33424630,17.7
33451677,17.7
33598661,17.7
33654447,17.7
33831813,17.7
34162152,17.7
34401699,17.7
34611265,17.7
34816751,17.7
34871319,17.7
35012997,17.7
35139682,17.7
35162031,17.7
35264490,17.7
35313377,17.7
35369790,17.7
35416948,17.7
35478988,17.7
35593406,17.7
35607720,17.7
35722704,17.7
36040165,17.7
36057011,17.7
36106681,17.7
36114350,17.7
36116440,17.7
36126645,17.7
36189982,17.7
36262475,17.7
36374638,17.7
36498802,17.7
36715347,17.7
36769402,17.7
36815751,17.7
36868968,17.7
36882319,17.7
36972773,17.7
37031666,17.7
37046432,17.7
37053111,17.7
37076619,17.7
37185133,17.7
37394761,17.7
37504443,17.7
37527972,17.7
37848234,17.7
38111673,17.7
38137172,17.7
38180235,17.7
38222741,17.7
38297241,17.7
38324242,17.7
38393250,17.7
38560251,17.7
38578934,17.7
38615236,17.7
38741784,17.7
38765220,17.7
38779767,17.7
38803468,17.7
38944277,17.7
39152376,17.7
39400245,17.7
39459884,17.7
39723992,17.7
39899381,17.7
40077807,17.7
40096065,17.7
40108084,17.7
40116319,17.7
40122362,17.7
40200622,17.7
40277599,17.7
40397297,17.7
40510989,17.7
40528120,17.7
40709817,17.7
40776981,17.7
40847602,17.7
41167866,17.7
41217243,17.7
41243612,17.7
41257009,17.7
41318259,17.7
41359049,17.7
41639289,17.7
41697623,17.7
41712023,17.7
41796286,17.7
41955281,17.7
42257590,17.7
42395765,17.7
42414070,17.7
42548147,17.7
42798356,17.7
42806711,17.7
43088632,17.7
43222279,17.7
43336279,17.7
43470997,17.7
43699164,17.7
43927995,17.7
44070385,17.7
44165515,17.7
44182869,17.7
44183435,17.7
44206384,17.7
44213558,17.7
44302568,17.7
44331932,17.7
44395276,17.7
44402663,17.7
44444443,17.7
44655232,17.7
44691073,17.7
44855380,17.7
44880457,17.7
44889655,17.7
45064306,17.7
45124323,17.7
45124872,17.7
45128316,17.7
45183341,17.7
45446662,17.7
45495724,17.7
45582172,17.7
45589564,17.7
45736778,17.7
45898905,17.7
45977437,17.7
46059165,17.7
46337707,17.7
46362502,17.7
46371877,17.7
46437352,17.7
46696258,17.7
46702171,17.7
46724703,17.7
46904918,17.7
47105152,17.7
47201089,17.7
47326887,17.7
47512468,17.7
47525829,17.7
47859788,17.7
47991547,17.7
48273835,17.7
48291983,17.7
48299018,17.7
48341239,17.7
48389364,17.7
48492815,17.7
48702510,17.7
48719953,17.7
48980417,17.7
49221689,17.7
49584700,17.7
49636367,17.7
49839231,17.7
49892523,17.7
49911186,17.7
50046434,17.7
50053681,17.7
50068098,17.7
50220401,17.7
50600761,17.7
50791168,17.7
50795905,17.7
51000043,17.7
51076195,17.7
51313867,17.7
51473088,17.7
51494459,17.7
51518901,17.7
51597590,17.7
52193976,17.7
52262782,17.7
52263533,17.7
52276533,17.7
52306480,17.7
52380677,17.7
52516135,17.7
52519833,17.7
52720833,17.7
52757753,17.7
52798738,17.7
52926327,17.7
52988758,17.7
53010350,17.7
53432798,17.7
53453333,17.7
53757159,17.7
53866696,17.7
53869537,17.7
53953154,17.7
54001343,17.7
54003174,17.7
54145415,17.7
54393275,17.7
54403667,17.7
54639427,17.7
54743713,17.7
54889790,17.7
55012021,17.7
55030767,17.7
55034149,17.7
55043628,17.7
55065334,17.7
55120629,17.7
55153530,17.7
55270745,17.7
55318257,17.7
22837369,17.599999999999994
21389,17.5
64524,17.5
82096,17.5
108978,17.5
132606,17.5
224658,17.5
321802,17.5
446166,17.5
463098,17.5
487020,17.5
507108,17.5
535897,17.5
608816,17.5
655433,17.5
695082,17.5
781596,17.5
964748,17.5
971644,17.5
1005220,17.5
1052342,17.5
1053697,17.5
1075828,17.5
1123231,17.5
1317883,17.5
1342472,17.5
1352801,17.5
1362248,17.5
1401778,17.5
1410505,17.5
1432270,17.5
1452530,17.5
1480577,17.5
1485392,17.5
1516809,17.5
1642406,17.5
1656450,17.5
1723344,17.5
1731461,17.5
1872455,17.5
1947062,17.5
2012617,17.5
2076482,17.5
2110387,17.5
2145394,17.5
2363184,17.5
2395938,17.5
2433084,17.5
2591386,17.5
2596434,17.5
2637045,17.5
2655316,17.5
2682206,17.5
2834463,17.5
3097290,17.5
3147211,17.5
3200237,17.5
3344514,17.5
3469798,17.5
3488535,17.5
3528953,17.5
3537941,17.5
3821158,17.5
3857258,17.5
3865491,17.5
3952639,17.5
3984551,17.5
4046615,17.5
4188088,17.5
4294204,17.5
4319486,17.5
4404901,17.5
4502011,17.5
4518179,17.5
4533684,17.5
4595623,17.5
4599870,17.5
4771255,17.5
5048925,17.5
5096071,17.5
5147282,17.5
5152384,17.5
5195988,17.5
5222942,17.5
5232786,17.5
5505427,17.5
5625671,17.5
5651386,17.5
5792025,17.5
5797336,17.5
5810734,17.5
5844064,17.5
5854825,17.5
5862681,17.5
5934844,17.5
6028610,17.5
6089143,17.5
6155552,17.5
6170174,17.5
6174652,17.5
6273602,17.5
6362688,17.5
6366536,17.5
6462369,17.5
6519890,17.5
6579237,17.5
6580685,17.5
6633498,17.5
6897089,17.5
6948153,17.5
7086647,17.5
7102252,17.5
7106601,17.5
7164953,17.5
7203781,17.5
7256914,17.5
7267636,17.5
7549724,17.5
7562702,17.5
7629491,17.5
7728719,17.5
7760641,17.5
7833989,17.5
7870824,17.5
7903723,17.5
7903866,17.5
8075392,17.5
8204337,17.5
8248653,17.5
8340879,17.5
8341421,17.5
8489738,17.5
8506340,17.5
8711587,17.5
8794008,17.5
8800592,17.5
8806645,17.5
8813793,17.5
8889137,17.5
9112905,17.5
9156826,17.5
9241976,17.5
9263276,17.5
9288647,17.5
9347859,17.5
9348608,17.5
9369306,17.5
9542516,17.5
9590539,17.5
9648750,17.5
9758189,17.5
9847554,17.5
10187274,17.5
10223214,17.5
10248517,17.5
10267194,17.5
10389188,17.5
10570695,17.5
10749927,17.5
10807639,17.5
10855433,17.5
10918855,17.5
11074529,17.5
11075379,17.5
11082041,17.5
11084525,17.5
11242908,17.5
11382891,17.5
11414903,17.5
11500866,17.5
11704358,17.5
11824756,17.5
11929590,17.5
11961300,17.5
12032577,17.5
12054462,17.5
12068070,17.5
12092202,17.5
12206773,17.5
12207035,17.5
12232069,17.5
12269953,17.5
12306822,17.5
12318314,17.5
12322816,17.5
12501118,17.5
12624557,17.5
12625300,17.5
12631624,17.5
12712056,17.5
12722596,17.5
12819323,17.5
12937095,17.5
12965641,17.5
13304209,17.5
13468764,17.5
13494212,17.5
13512837,17.5
13587629,17.5
13755368,17.5
13869627,17.5
13901321,17.5
13984114,17.5
14042014,17.5
14204479,17.5
14224373,17.5
14247960,17.5
14265273,17.5
14310909,17.5
14315063,17.5
14322188,17.5
14326208,17.5
14422832,17.5
14490752,17.5
14679896,17.5
14711343,17.5
14936400,17.5
14952894,17.5
14953617,17.5
15110416,17.5
15173609,17.5
15203168,17.5
15224365,17.5
15315080,17.5
15323516,17.5
15350387,17.5
15401328,17.5
15456822,17.5
15473780,17.5
15590272,17.5
15690618,17.5
15750531,17.5
15919339,17.5
15989964,17.5
16027622,17.5
16084639,17.5
16095532,17.5
16143755,17.5
16184213,17.5
16246941,17.5
16334831,17.5
16401209,17.5
16685785,17.5
16839778,17.5
16977331,17.5
17067082,17.5
17137792,17.5
17151130,17.5
17288527,17.5
17387462,17.5
17492754,17.5
17525734,17.5
17610096,17.5
17744267,17.5
17777102,17.5
17781331,17.5
17792860,17.5
17806619,17.5
17827101,17.5
17844657,17.5
17977514,17.5
18088245,17.5
18268086,17.5
18396552,17.5
18402642,17.5
18471781,17.5
18559943,17.5
18601981,17.5
18665371,17.5
18873607,17.5
18932460,17.5
19066169,17.5
19128758,17.5
19291925,17.5
19292760,17.5
19305366,17.5
19309777,17.5
19378324,17.5
19447692,17.5
19569210,17.5
19585596,17.5
19633435,17.5
19643333,17.5
19708831,17.5
19856869,17.5
19931679,17.5
19982454,17.5
20058727,17.5
20065822,17.5
20169928,17.5
20173494,17.5
20444118,17.5
20549155,17.5
20756868,17.5
20858833,17.5
20921781,17.5
20949849,17.5
21117273,17.5
21270306,17.5
21309828,17.5
21459323,17.5
21469202,17.5
21633956,17.5
21701236,17.5
21736522,17.5
22041671,17.5
22046521,17.5
22098864,17.5
22101178,17.5
22139893,17.5
22142783,17.5
22160369,17.5
22194543,17.5
22210643,17.5
22210890,17.5
22273888,17.5
22347787,17.5
22354887,17.5
22382431,17.5
22394387,17.5
22419788,17.5
22436970,17.5
22731417,17.5
22740913,17.5
22800626,17.5
22822334,17.5
22824791,17.5
22926944,17.5
22972297,17.5
23394201,17.5
23443454,17.5
23476854,17.5
23675571,17.5
23719242,17.5
23852380,17.5
23879436,17.5
23920141,17.5
23991425,17.5
24102437,17.5
24125122,17.5
24134278,17.5
24183453,17.5
24236878,17.5
24343551,17.5
24399951,17.5
24410441,17.5
24527095,17.5
24555014,17.5
24559818,17.5
24595760,17.5
24674594,17.5
24803286,17.5
24803655,17.5
25014562,17.5
25158200,17.5
25260418,17.5
25276354,17.5
25311755,17.5
25369681,17.5
25449022,17.5
25508092,17.5
25519875,17.5
25544012,17.5
25556047,17.5
25734098,17.5
25773716,17.5
25799354,17.5
25846929,17.5
25938741,17.5
25957887,17.5
26009039,17.5
26029088,17.5
26042213,17.5
26100087,17.5
26121491,17.5
26136799,17.5
26339938,17.5
26388827,17.5
26421724,17.5
26467909,17.5
26621380,17.5
26737678,17.5
26831340,17.5
26877702,17.5
26964030,17.5
27071458,17.5
27085675,17.5
27134060,17.5
27145862,17.5
27169406,17.5
27255156,17.5
27301550,17.5
27537583,17.5
27541368,17.5
27713884,17.5
27755934,17.5
27869879,17.5
27893514,17.5
27896647,17.5
27934441,17.5
27941998,17.5
28023839,17.5
28055741,17.5
28174243,17.5
28216107,17.5
28218513,17.5
28294039,17.5
28300555,17.5
28303714,17.5
28308947,17.5
28312382,17.5
28334085,17.5
28393304,17.5
28403908,17.5
28535029,17.5
28535087,17.5
28581397,17.5
28626155,17.5
28664580,17.5
28669357,17.5
28747752,17.5
28767852,17.5
28773256,17.5
28824081,17.5
28828091,17.5
28851532,17.5
28908132,17.5
28919937,17.5
28940825,17.5
28952073,17.5
28972246,17.5
28988469,17.5
29017016,17.5
29115503,17.5
29271729,17.5
29359844,17.5
29398117,17.5
29456701,17.5
29480561,17.5
29518010,17.5
29539845,17.5
29755520,17.5
29762440,17.5
29773409,17.5
29811649,17.5
29841739,17.5
29873424,17.5
29917106,17.5
29997506,17.5
30037035,17.5
30112317,17.5
30121589,17.5
30203597,17.5
30350988,17.5
30366533,17.5
